ID,Document reference,Publication year,Study case location,Spreading methods,Induced bank filtration,In-channel modifications,"Well, shaft, borehole recharge",Rainwater-runoff harvesting,Unspecified MAR type,Number of criteria used,Criteria category (main),Criteria category (specific),Criteria original,Criteria modified,Criteria weight,Criteria importance rank,Weight Assignment method,Decision rules,Constraint mapping,Constraint mapping parameters,Sensitivity Analysis,Water Source,Main objective of MAR,
34,"Jasrotia, 2007",2007,India,No,No,No,No,No,Yes,13,Aquifer,Storage capacity,Specific capacity (aquifer),Aquifer storage capacity,9.3,3,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff,Agriculture; Domestic,No
34,"Jasrotia, 2007",2007,India,No,No,No,No,No,Yes,13,Aquifer,Flow capacity,Infiltration capacity (aquifer),Aquifer infiltration capacity,10.5,2,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff,Agriculture; Domestic,No
34,"Jasrotia, 2007",2007,India,No,No,No,No,No,Yes,13,Surface,Geomorphological,Slope,Slope,5.8,5,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff,Agriculture; Domestic,No
34,"Jasrotia, 2007",2007,India,No,No,No,No,No,Yes,13,Surface,Hydrography,Stream order number,Drainage order number,NA,NA,Rating method,WLC,Yes,(Geology should be gravely or alluvial; depth to water level should be high; site should be over a slope of 2-5%; site should be on second or third order stream; site should be non-cultivated land),No,Stormwater/surface runoff,Agriculture; Domestic,No
35,"Bonilla, 2016",2016,Costa Rica,Yes,No,No,No,No,No,4,Aquifer,Storage/flow capacity,Hydrogeological aptitude,Hydrogeology,43.0,1,Multi influencing factor,WLC,Yes,(Slopes > 40% and protected areas),Yes,Stormwater/surface runoff,Nonspecific,No
35,"Bonilla, 2016",2016,Costa Rica,Yes,No,No,No,No,No,4,Surface,Geomorphological,Terrain slope,Slope,29.0,2,Multi influencing factor,WLC,Yes,(Slopes > 40% and protected areas),Yes,Stormwater/surface runoff,Nonspecific,No
35,"Bonilla, 2016",2016,Costa Rica,Yes,No,No,No,No,No,4,Surface,Soils,Soil texture,Soil type/Soil texture,21.0,3,Multi influencing factor,WLC,Yes,(Slopes > 40% and protected areas),Yes,Stormwater/surface runoff,Nonspecific,No
35,"Bonilla, 2016",2016,Costa Rica,Yes,No,No,No,No,No,4,Surface,Hydrography,Drainage density,Drainage density/Drainage intensity,7.0,4,Multi influencing factor,WLC,Yes,(Slopes > 40% and protected areas),Yes,Stormwater/surface runoff,Nonspecific,No
36,"Rahman, 2012",2012,Portugal,Yes,No,No,No,No,No,10,Surface,Land use/ Land cover,Land use,Land use/Land cover,NA,NA,Pairwise comparison method,WLC and OWA,Yes,"(Agricultural systems, agricultural areas outside irrigation perimeters, irrigation areas, quarries/Stone pits, marshy places, salt-pits, isolated urban areas; soil infiltration rates < 25cm/day; groundwater depth > 5m; GW pollution sources < 500m; Residence time < 6 months; slope > 5%)",Yes,Lake water,Domestic,No
36,"Rahman, 2012",2012,Portugal,Yes,No,No,No,No,No,10,Surface,Geomorphological,Slope,Slope,10.0,4,Pairwise comparison method,WLC and OWA,Yes,"(Agricultural systems, agricultural areas outside irrigation perimeters, irrigation areas, quarries/Stone pits, marshy places, salt-pits, isolated urban areas; soil infiltration rates < 25cm/day; groundwater depth > 5m; GW pollution sources < 500m; Residence time < 6 months; slope > 5%)",Yes,Lake water,Domestic,No
36,"Rahman, 2012",2012,Portugal,Yes,No,No,No,No,No,10,Surface,Soils,Soil infiltration rate,Hydrological soils,30.0,1,Pairwise comparison method,WLC and OWA,Yes,"(Agricultural systems, agricultural areas outside irrigation perimeters, irrigation areas, quarries/Stone pits, marshy places, salt-pits, isolated urban areas; soil infiltration rates < 25cm/day; groundwater depth > 5m; GW pollution sources < 500m; Residence time < 6 months; slope > 5%)",Yes,Lake water,Domestic,No
36,"Rahman, 2012",2012,Portugal,Yes,No,No,No,No,No,10,Aquifer,Flow capacity,Sub-surface impermeable layer thickness,Sub-surface impermeable layer thickness,NA,NA,Pairwise comparison method,WLC and OWA,Yes,"(Agricultural systems, agricultural areas outside irrigation perimeters, irrigation areas, quarries/Stone pits, marshy places, salt-pits, isolated urban areas; soil infiltration rates < 25cm/day; groundwater depth > 5m; GW pollution sources < 500m; Residence time < 6 months; slope > 5%)",Yes,Lake water,Domestic,No
36,"Rahman, 2012",2012,Portugal,Yes,No,No,No,No,No,10,Aquifer,Storage capacity,Groundwater depth,Groundwater level,20.0,3,Pairwise comparison method,WLC and OWA,Yes,"(Agricultural systems, agricultural areas outside irrigation perimeters, irrigation areas, quarries/Stone pits, marshy places, salt-pits, isolated urban areas; soil infiltration rates < 25cm/day; groundwater depth > 5m; GW pollution sources < 500m; Residence time < 6 months; slope > 5%)",Yes,Lake water,Domestic,No
36,"Rahman, 2012",2012,Portugal,Yes,No,No,No,No,No,10,Management,Impact assessment,Distance to groundwater pollution source,Distance to groundwater pollution source,NA,NA,Pairwise comparison method,WLC and OWA,Yes,"(Agricultural systems, agricultural areas outside irrigation perimeters, irrigation areas, quarries/Stone pits, marshy places, salt-pits, isolated urban areas; soil infiltration rates < 25cm/day; groundwater depth > 5m; GW pollution sources < 500m; Residence time < 6 months; slope > 5%)",Yes,Lake water,Domestic,No
36,"Rahman, 2012",2012,Portugal,Yes,No,No,No,No,No,10,Aquifer,Storage capacity,Aquifer thickness,Aquifer thickness,5.0,5,Pairwise comparison method,WLC and OWA,Yes,"(Agricultural systems, agricultural areas outside irrigation perimeters, irrigation areas, quarries/Stone pits, marshy places, salt-pits, isolated urban areas; soil infiltration rates < 25cm/day; groundwater depth > 5m; GW pollution sources < 500m; Residence time < 6 months; slope > 5%)",Yes,Lake water,Domestic,No
36,"Rahman, 2012",2012,Portugal,Yes,No,No,No,No,No,10,Water quality,Groundwater quality,GW quality (chloride),Groundwater - Chloride,5.0,5,Pairwise comparison method,WLC and OWA,Yes,"(Agricultural systems, agricultural areas outside irrigation perimeters, irrigation areas, quarries/Stone pits, marshy places, salt-pits, isolated urban areas; soil infiltration rates < 25cm/day; groundwater depth > 5m; GW pollution sources < 500m; Residence time < 6 months; slope > 5%)",Yes,Lake water,Domestic,No
36,"Rahman, 2012",2012,Portugal,Yes,No,No,No,No,No,10,Water quality,Groundwater quality,GW quality (nitrate),Groundwater - Nitrates,5.0,5,Pairwise comparison method,WLC and OWA,Yes,"(Agricultural systems, agricultural areas outside irrigation perimeters, irrigation areas, quarries/Stone pits, marshy places, salt-pits, isolated urban areas; soil infiltration rates < 25cm/day; groundwater depth > 5m; GW pollution sources < 500m; Residence time < 6 months; slope > 5%)",Yes,Lake water,Domestic,No
36,"Rahman, 2012",2012,Portugal,Yes,No,No,No,No,No,10,Surface,Soils,Residence time,Residence time,25.0,2,Pairwise comparison method,WLC and OWA,Yes,"(Agricultural systems, agricultural areas outside irrigation perimeters, irrigation areas, quarries/Stone pits, marshy places, salt-pits, isolated urban areas; soil infiltration rates < 25cm/day; groundwater depth > 5m; GW pollution sources < 500m; Residence time < 6 months; slope > 5%)",Yes,Lake water,Domestic,No
37,"Rahman, 2013",2013,Gaza Strip,Yes,No,No,No,No,No,10,Surface,Geomorphological,Slope,Slope,3.0,7,Pairwise comparison method,WLC and OWA,Yes,"(Slopes > 3%; Groundwater flow zones were no pollution source is involved and that are not going to the sea directly; built up areas, natural forest; distance to lake > 1000m; water table depth< 10m)",Yes,Treated wastewater,Agriculture; Domestic,No
37,"Rahman, 2013",2013,Gaza Strip,Yes,No,No,No,No,No,10,Water quality,Groundwater quality,Groundwater flow zones,Groundwater flow zones,21.0,1,Pairwise comparison method,WLC and OWA,Yes,"(Slopes > 3%; Groundwater flow zones were no pollution source is involved and that are not going to the sea directly; built up areas, natural forest; distance to lake > 1000m; water table depth< 10m)",Yes,Treated wastewater,Agriculture; Domestic,No
37,"Rahman, 2013",2013,Gaza Strip,Yes,No,No,No,No,No,10,Surface,Land use/ Land cover,Land use,Land use/Land cover,NA,NA,Pairwise comparison method,WLC and OWA,Yes,"(Slopes > 3%; Groundwater flow zones were no pollution source is involved and that are not going to the sea directly; built up areas, natural forest; distance to lake > 1000m; water table depth< 10m)",Yes,Treated wastewater,Agriculture; Domestic,No
37,"Rahman, 2013",2013,Gaza Strip,Yes,No,No,No,No,No,10,Aquifer,Storage capacity,Aquifer thickness,Aquifer thickness,13.0,4,Pairwise comparison method,WLC and OWA,Yes,"(Slopes > 3%; Groundwater flow zones were no pollution source is involved and that are not going to the sea directly; built up areas, natural forest; distance to lake > 1000m; water table depth< 10m)",Yes,Treated wastewater,Agriculture; Domestic,No
37,"Rahman, 2013",2013,Gaza Strip,Yes,No,No,No,No,No,10,Management,Impact assessment,Distance to lake,Distance from water bodies,5.0,6,Pairwise comparison method,WLC and OWA,Yes,"(Slopes > 3%; Groundwater flow zones were no pollution source is involved and that are not going to the sea directly; built up areas, natural forest; distance to lake > 1000m; water table depth< 10m)",Yes,Treated wastewater,Agriculture; Domestic,No
37,"Rahman, 2013",2013,Gaza Strip,Yes,No,No,No,No,No,10,Aquifer,Storage capacity,Water table depth,Groundwater level,18.0,2,Pairwise comparison method,WLC and OWA,Yes,"(Slopes > 3%; Groundwater flow zones were no pollution source is involved and that are not going to the sea directly; built up areas, natural forest; distance to lake > 1000m; water table depth< 10m)",Yes,Treated wastewater,Agriculture; Domestic,No
37,"Rahman, 2013",2013,Gaza Strip,Yes,No,No,No,No,No,10,Surface,Soils,Soil infiltration capacity,Hydrological soils,9.0,5,Pairwise comparison method,WLC and OWA,Yes,"(Slopes > 3%; Groundwater flow zones were no pollution source is involved and that are not going to the sea directly; built up areas, natural forest; distance to lake > 1000m; water table depth< 10m)",Yes,Treated wastewater,Agriculture; Domestic,No
37,"Rahman, 2013",2013,Gaza Strip,Yes,No,No,No,No,No,10,Water quality,Groundwater quality,GW quality (chloride),Groundwater - Chloride,14.0,3,Pairwise comparison method,WLC and OWA,Yes,"(Slopes > 3%; Groundwater flow zones were no pollution source is involved and that are not going to the sea directly; built up areas, natural forest; distance to lake > 1000m; water table depth< 10m)",Yes,Treated wastewater,Agriculture; Domestic,No
37,"Rahman, 2013",2013,Gaza Strip,Yes,No,No,No,No,No,10,Water quality,Groundwater quality,GW quality (nitrate),Groundwater - Nitrates,14.0,3,Pairwise comparison method,WLC and OWA,Yes,"(Slopes > 3%; Groundwater flow zones were no pollution source is involved and that are not going to the sea directly; built up areas, natural forest; distance to lake > 1000m; water table depth< 10m)",Yes,Treated wastewater,Agriculture; Domestic,No
37,"Rahman, 2013",2013,Gaza Strip,Yes,No,No,No,No,No,10,Management,Economical,Cost of effluent transfer,Cost of effluent transfer,3.0,7,Pairwise comparison method,WLC and OWA,Yes,"(Slopes > 3%; Groundwater flow zones were no pollution source is involved and that are not going to the sea directly; built up areas, natural forest; distance to lake > 1000m; water table depth< 10m)",Yes,Treated wastewater,Agriculture; Domestic,No
38,"Rahimi, 2014",2014,Iran,Yes,No,No,No,No,No,9,Surface,Geomorphological,Slope,Slope,17.5,1,Pairwise comparison method,Genetic algorithm,No,NA,No,Stormwater/surface runoff,Nonspecific,No
38,"Rahimi, 2014",2014,Iran,Yes,No,No,No,No,No,9,Aquifer,Storage capacity,Alluvium thickness,Aquifer thickness,14.9,2,Pairwise comparison method,Genetic algorithm,No,NA,No,Stormwater/surface runoff,Nonspecific,No
38,"Rahimi, 2014",2014,Iran,Yes,No,No,No,No,No,9,Aquifer,Storage/flow capacity,Geology,Geology / Lithology,14.7,2,Pairwise comparison method,Genetic algorithm,No,NA,No,Stormwater/surface runoff,Nonspecific,No
38,"Rahimi, 2014",2014,Iran,Yes,No,No,No,No,No,9,Surface,Geomorphological,Morphology,Geomorphology,14.0,3,Pairwise comparison method,Genetic algorithm,No,NA,No,Stormwater/surface runoff,Nonspecific,No
38,"Rahimi, 2014",2014,Iran,Yes,No,No,No,No,No,9,Water quality,Surface water quality,Electrical conductivity,Surface water quality - Electrical conductivity,12.2,4,Pairwise comparison method,Genetic algorithm,No,NA,No,Stormwater/surface runoff,Nonspecific,No
38,"Rahimi, 2014",2014,Iran,Yes,No,No,No,No,No,9,Surface,Land use/ Land cover,Land use,Land use/Land cover,7.7,5,Pairwise comparison method,Genetic algorithm,No,NA,No,Stormwater/surface runoff,Nonspecific,No
38,"Rahimi, 2014",2014,Iran,Yes,No,No,No,No,No,9,Surface,Hydrography,Drainage density,Drainage density/Drainage intensity,7.8,5,Pairwise comparison method,Genetic algorithm,No,NA,No,Stormwater/surface runoff,Nonspecific,No
38,"Rahimi, 2014",2014,Iran,Yes,No,No,No,No,No,9,Aquifer,Flow capacity,Aquifer transmissivity,Aquifer transmissivity,6.5,6,Pairwise comparison method,Genetic algorithm,No,NA,No,Stormwater/surface runoff,Nonspecific,No
38,"Rahimi, 2014",2014,Iran,Yes,No,No,No,No,No,9,Surface,Geomorphological,Elevation,Elevation,4.8,7,Pairwise comparison method,Genetic algorithm,No,NA,No,Stormwater/surface runoff,Nonspecific,No
39,"Pedrero, 2011",2011,Portugal,Yes,No,No,No,No,No,10,Management,Economical,Water transfer cost from WWTP to infiltration sites,Cost of effluent transfer,NA,NA,Boolean logic,Boolean logic,NA,NA,No,Treated wastewater,Agriculture; Domestic,No
39,"Pedrero, 2011",2011,Portugal,Yes,No,No,No,No,No,10,Management,Economical,Distance from water supply sources,Distance between water supply sources and MAR site,NA,NA,Boolean logic,Boolean logic,NA,NA,No,Treated wastewater,Agriculture; Domestic,No
39,"Pedrero, 2011",2011,Portugal,Yes,No,No,No,No,No,10,Management,Impact assessment,Urban agglomerations,Distance to urban areas,NA,NA,Boolean logic,Boolean logic,NA,NA,No,Treated wastewater,Agriculture; Domestic,No
39,"Pedrero, 2011",2011,Portugal,Yes,No,No,No,No,No,10,Management,Impact assessment,Natural ecological reserves,Natural ecological reserves,NA,NA,Boolean logic,Boolean logic,NA,NA,No,Treated wastewater,Agriculture; Domestic,No
39,"Pedrero, 2011",2011,Portugal,Yes,No,No,No,No,No,10,Surface,Land use/ Land cover,Land use,Land use/Land cover,NA,NA,Boolean logic,Boolean logic,NA,NA,No,Treated wastewater,Agriculture; Domestic,No
39,"Pedrero, 2011",2011,Portugal,Yes,No,No,No,No,No,10,Surface,Geomorphological,Slope,Slope,NA,NA,Boolean logic,Boolean logic,NA,NA,No,Treated wastewater,Agriculture; Domestic,No
39,"Pedrero, 2011",2011,Portugal,Yes,No,No,No,No,No,10,Surface,Soils,Soil texture,Soil type/Soil texture,NA,NA,Boolean logic,Boolean logic,NA,NA,No,Treated wastewater,Agriculture; Domestic,No
39,"Pedrero, 2011",2011,Portugal,Yes,No,No,No,No,No,10,Surface,Soils,Type of soil,Soil type/Soil texture,NA,NA,Boolean logic,Boolean logic,NA,NA,No,Treated wastewater,Agriculture; Domestic,No
39,"Pedrero, 2011",2011,Portugal,Yes,No,No,No,No,No,10,Aquifer,Storage capacity,Aquifer depth,Aquifer thickness,NA,NA,Boolean logic,Boolean logic,NA,NA,No,Treated wastewater,Agriculture; Domestic,No
39,"Pedrero, 2011",2011,Portugal,Yes,No,No,No,No,No,10,Management,Economical,Roads,Distance to roads,NA,NA,Boolean logic,Boolean logic,NA,NA,No,Treated wastewater,Agriculture; Domestic,No
40,"Owusu, 2017",2017,Ghana,No,No,No,Yes,No,No,10,Surface,Land use/ Land cover,Land cover,Land use/Land cover,7.8,2,Pairwise comparison method,AHP,Yes,"Water bodies, Distance to roads < 100m",No,Stormwater/surface runoff,Agriculture,No
40,"Owusu, 2017",2017,Ghana,No,No,No,Yes,No,No,10,Surface,Geomorphological,Slope,Slope,7.8,2,Pairwise comparison method,AHP,Yes,"Water bodies, Distance to roads < 100m",No,Stormwater/surface runoff,Agriculture,No
40,"Owusu, 2017",2017,Ghana,No,No,No,Yes,No,No,10,Surface,Soils,Soil texture,Soil type/Soil texture,7.8,2,Pairwise comparison method,AHP,Yes,"Water bodies, Distance to roads < 100m",No,Stormwater/surface runoff,Agriculture,No
40,"Owusu, 2017",2017,Ghana,No,No,No,Yes,No,No,10,Hydrometeorology,Runoff,Surface Water accumulation,Surface Water accumulation,14.7,1,Pairwise comparison method,AHP,Yes,"Water bodies, Distance to roads < 100m",No,Stormwater/surface runoff,Agriculture,No
40,"Owusu, 2017",2017,Ghana,No,No,No,Yes,No,No,10,Aquifer,Flow capacity,Transmissivity,Aquifer transmissivity,14.7,1,Pairwise comparison method,AHP,Yes,"Water bodies, Distance to roads < 100m",No,Stormwater/surface runoff,Agriculture,No
40,"Owusu, 2017",2017,Ghana,No,No,No,Yes,No,No,10,Aquifer,Storage capacity,Regolith thickness,Aquifer thickness,14.7,1,Pairwise comparison method,AHP,Yes,"Water bodies, Distance to roads < 100m",No,Stormwater/surface runoff,Agriculture,No
40,"Owusu, 2017",2017,Ghana,No,No,No,Yes,No,No,10,Aquifer,Storage/flow capacity,Borehole success rate,Borehole success rate,14.7,1,Pairwise comparison method,AHP,Yes,"Water bodies, Distance to roads < 100m",No,Stormwater/surface runoff,Agriculture,No
40,"Owusu, 2017",2017,Ghana,No,No,No,Yes,No,No,10,Aquifer,Storage capacity,Static water level,Groundwater level,14.7,1,Pairwise comparison method,AHP,Yes,"Water bodies, Distance to roads < 100m",No,Stormwater/surface runoff,Agriculture,No
40,"Owusu, 2017",2017,Ghana,No,No,No,Yes,No,No,10,Management,Economical,Distance to roads,Distance to roads,2.0,3,Pairwise comparison method,AHP,Yes,"Water bodies, Distance to roads < 100m",No,Stormwater/surface runoff,Agriculture,No
40,"Owusu, 2017",2017,Ghana,No,No,No,Yes,No,No,10,Management,Impact assessment,Population density,Water demand,1.0,4,Pairwise comparison method,AHP,Yes,"Water bodies, Distance to roads < 100m",No,Stormwater/surface runoff,Agriculture,No
41,"Saidi, 2017",2017,Tunisia,No,No,No,No,No,Yes,6,Surface,Geomorphological,Slope,Slope,39.2,1,Pairwise comparison method,AHP,No,NA,No,Stormwater/surface runoff,Nonspecific,Yes
41,"Saidi, 2017",2017,Tunisia,No,No,No,No,No,Yes,6,Hydrometeorology,Precipitation,Rainfall,Rainfall,15.7,2,Pairwise comparison method,AHP,No,NA,No,Stormwater/surface runoff,Nonspecific,Yes
41,"Saidi, 2017",2017,Tunisia,No,No,No,No,No,Yes,6,Surface,Hydrography,Drainage density,Drainage density/Drainage intensity,10.5,4,Pairwise comparison method,AHP,No,NA,No,Stormwater/surface runoff,Nonspecific,Yes
41,"Saidi, 2017",2017,Tunisia,No,No,No,No,No,Yes,6,Surface,Geological,Fault density,Fault density,5.1,5,Pairwise comparison method,AHP,No,NA,No,Stormwater/surface runoff,Nonspecific,Yes
41,"Saidi, 2017",2017,Tunisia,No,No,No,No,No,Yes,6,Surface,Soils,Soil permeability,Hydrological soils,13.8,3,Pairwise comparison method,AHP,No,NA,No,Stormwater/surface runoff,Nonspecific,Yes
41,"Saidi, 2017",2017,Tunisia,No,No,No,No,No,Yes,6,Surface,Land use/ Land cover,Land use,Land use/Land cover,15.7,2,Pairwise comparison method,AHP,No,NA,No,Stormwater/surface runoff,Nonspecific,Yes
42,"Singh, 2017",2017,India,No,No,No,No,Yes,No,6,Hydrometeorology,Runoff,Runoff coefficient,Runoff coefficient,21.0,1,Pairwise comparison method,AHP,Yes,"Depending on MAR method to be used (farm pond, percolation tank, check dam) different thresholds for slope, landcover, soil and drainage order were used",No,Stormwater/surface runoff,Agriculture; Domestic,No
42,"Singh, 2017",2017,India,No,No,No,No,Yes,No,6,Surface,Geomorphological,Slope,Slope,16.6,3,Pairwise comparison method,AHP,Yes,"Depending on MAR method to be used (farm pond, percolation tank, check dam) different thresholds for slope, landcover, soil and drainage order were used",No,Stormwater/surface runoff,Agriculture; Domestic,No
42,"Singh, 2017",2017,India,No,No,No,No,Yes,No,6,Surface,Hydrography,Drainage density,Drainage density/Drainage intensity,12.4,6,Pairwise comparison method,AHP,Yes,"Depending on MAR method to be used (farm pond, percolation tank, check dam) different thresholds for slope, landcover, soil and drainage order were used",No,Stormwater/surface runoff,Agriculture; Domestic,No
42,"Singh, 2017",2017,India,No,No,No,No,Yes,No,6,Aquifer,Storage capacity,Groundwater fluctuation,Water table fluctuation,20.4,2,Pairwise comparison method,AHP,Yes,"Depending on MAR method to be used (farm pond, percolation tank, check dam) different thresholds for slope, landcover, soil and drainage order were used",No,Stormwater/surface runoff,Agriculture; Domestic,No
42,"Singh, 2017",2017,India,No,No,No,No,Yes,No,6,Management,Impact assessment,Water demand,Water demand,15.9,4,Pairwise comparison method,AHP,Yes,"Depending on MAR method to be used (farm pond, percolation tank, check dam) different thresholds for slope, landcover, soil and drainage order were used",No,Stormwater/surface runoff,Agriculture; Domestic,No
42,"Singh, 2017",2017,India,No,No,No,No,Yes,No,6,Aquifer,Storage capacity,Post-monsoon groundwater map,Groundwater level,13.6,5,Pairwise comparison method,AHP,Yes,"Depending on MAR method to be used (farm pond, percolation tank, check dam) different thresholds for slope, landcover, soil and drainage order were used",No,Stormwater/surface runoff,Agriculture; Domestic,No
43,"Tsangaratos, 2017",2017,Greece,Yes,No,No,No,No,No,5,Aquifer,Storage/flow capacity,Hydrolithology (aquifer type and permeability),Hydrogeology,39.8,1,Pairwise comparison method,AHP,Yes,"Protected areas, distance to groundwater pollution source <500m, Land use types=agricultural areas, irrigated areas, quarries, urban areas)",No,Treated wastewater,Nonspecific,No
43,"Tsangaratos, 2017",2017,Greece,Yes,No,No,No,No,No,5,Aquifer,Storage capacity,Aquifer depth,Aquifer thickness,39.8,1,Pairwise comparison method,AHP,Yes,"Protected areas, distance to groundwater pollution source <500m, Land use types=agricultural areas, irrigated areas, quarries, urban areas)",No,Treated wastewater,Nonspecific,No
43,"Tsangaratos, 2017",2017,Greece,Yes,No,No,No,No,No,5,Surface,Geomorphological,Slope,Slope,11.2,2,Pairwise comparison method,AHP,Yes,"Protected areas, distance to groundwater pollution source <500m, Land use types=agricultural areas, irrigated areas, quarries, urban areas)",No,Treated wastewater,Nonspecific,No
43,"Tsangaratos, 2017",2017,Greece,Yes,No,No,No,No,No,5,Management,Impact assessment,Distance to residential centers,Distance to urban areas,5.9,3,Pairwise comparison method,AHP,Yes,"Protected areas, distance to groundwater pollution source <500m, Land use types=agricultural areas, irrigated areas, quarries, urban areas)",No,Treated wastewater,Nonspecific,No
43,"Tsangaratos, 2017",2017,Greece,Yes,No,No,No,No,No,5,Management,Economical,Distance to WWTP,Distance between water supply sources and MAR site,3.3,4,Pairwise comparison method,AHP,Yes,"Protected areas, distance to groundwater pollution source <500m, Land use types=agricultural areas, irrigated areas, quarries, urban areas)",No,Treated wastewater,Nonspecific,No
44,"Ramakrishnan, 2009",2009,India,Yes,No,Yes,Yes,No,No,6,Hydrometeorology,Runoff,Runoff coefficient,Runoff coefficient,NA,NA,Boolean logic,Boolean logic,NA,"Depending on MAR method to be used ( percolation tank, check dam, subsurface dam, dug well)",No,Stormwater/surface runoff,Nonspecific,No
44,"Ramakrishnan, 2009",2009,India,Yes,No,Yes,Yes,No,No,6,Surface,Land use/ Land cover,Land cover,Land use/Land cover,NA,NA,Boolean logic,Boolean logic,NA,"Depending on MAR method to be used ( percolation tank, check dam, subsurface dam, dug well)",No,Stormwater/surface runoff,Nonspecific,No
44,"Ramakrishnan, 2009",2009,India,Yes,No,Yes,Yes,No,No,6,Surface,Geomorphological,Slope,Slope,NA,NA,Boolean logic,Boolean logic,NA,"Depending on MAR method to be used ( percolation tank, check dam, subsurface dam, dug well)",No,Stormwater/surface runoff,Nonspecific,No
44,"Ramakrishnan, 2009",2009,India,Yes,No,Yes,Yes,No,No,6,Surface,Geological,Lineament density,Lineament density,NA,NA,Boolean logic,Boolean logic,NA,"Depending on MAR method to be used ( percolation tank, check dam, subsurface dam, dug well)",No,Stormwater/surface runoff,Nonspecific,No
44,"Ramakrishnan, 2009",2009,India,Yes,No,Yes,Yes,No,No,6,Surface,Soils,Soil permeability,Hydrological soils,NA,NA,Boolean logic,Boolean logic,NA,"Depending on MAR method to be used ( percolation tank, check dam, subsurface dam, dug well)",No,Stormwater/surface runoff,Nonspecific,No
44,"Ramakrishnan, 2009",2009,India,Yes,No,Yes,Yes,No,No,6,Surface,Hydrography,Drainage network with drainage order,Drainage order number,NA,NA,Boolean logic,Boolean logic,NA,"Depending on MAR method to be used ( percolation tank, check dam, subsurface dam, dug well)",No,Stormwater/surface runoff,Nonspecific,No
45,"Kaliraj, 2015",2015,India,Yes,No,Yes,Yes,No,No,10,Surface,Geomorphological,Geomorphology,Geomorphology,20.0,1,Ranking method,WLC,Yes,"Depending on MAR method ( percolation tank, check dam, trench) geomorphology, slope, land use, geology, soil and stream order are used with different thresholds",No,Nonspecific,Nonspecific,No
45,"Kaliraj, 2015",2015,India,Yes,No,Yes,Yes,No,No,10,Aquifer,Storage/flow capacity,Geology,Geology / Lithology,5.0,4,Ranking method,WLC,Yes,"Depending on MAR method ( percolation tank, check dam, trench) geomorphology, slope, land use, geology, soil and stream order are used with different thresholds",No,Nonspecific,Nonspecific,No
45,"Kaliraj, 2015",2015,India,Yes,No,Yes,Yes,No,No,10,Surface,Geomorphological,Slope,Slope,15.0,2,Ranking method,WLC,Yes,"Depending on MAR method ( percolation tank, check dam, trench) geomorphology, slope, land use, geology, soil and stream order are used with different thresholds",No,Nonspecific,Nonspecific,No
45,"Kaliraj, 2015",2015,India,Yes,No,Yes,Yes,No,No,10,Surface,Soils,Soil type,Soil type/Soil texture,10.0,3,Ranking method,WLC,Yes,"Depending on MAR method ( percolation tank, check dam, trench) geomorphology, slope, land use, geology, soil and stream order are used with different thresholds",No,Nonspecific,Nonspecific,No
45,"Kaliraj, 2015",2015,India,Yes,No,Yes,Yes,No,No,10,Surface,Land use/ Land cover,Land use,Land use/Land cover,10.0,3,Ranking method,WLC,Yes,"Depending on MAR method ( percolation tank, check dam, trench) geomorphology, slope, land use, geology, soil and stream order are used with different thresholds",No,Nonspecific,Nonspecific,No
45,"Kaliraj, 2015",2015,India,Yes,No,Yes,Yes,No,No,10,Hydrometeorology,Precipitation,Rainfall,Rainfall,10.0,3,Ranking method,WLC,Yes,"Depending on MAR method ( percolation tank, check dam, trench) geomorphology, slope, land use, geology, soil and stream order are used with different thresholds",No,Nonspecific,Nonspecific,No
45,"Kaliraj, 2015",2015,India,Yes,No,Yes,Yes,No,No,10,Surface,Geological,Lineament density,Lineament density,10.0,3,Ranking method,WLC,Yes,"Depending on MAR method ( percolation tank, check dam, trench) geomorphology, slope, land use, geology, soil and stream order are used with different thresholds",No,Nonspecific,Nonspecific,No
45,"Kaliraj, 2015",2015,India,Yes,No,Yes,Yes,No,No,10,Surface,Hydrography,Drainage density,Drainage density/Drainage intensity,10.0,3,Ranking method,WLC,Yes,"Depending on MAR method ( percolation tank, check dam, trench) geomorphology, slope, land use, geology, soil and stream order are used with different thresholds",No,Nonspecific,Nonspecific,No
45,"Kaliraj, 2015",2015,India,Yes,No,Yes,Yes,No,No,10,Aquifer,Flow capacity,Aquifer transmissivity,Aquifer transmissivity,5.0,4,Ranking method,WLC,Yes,"Depending on MAR method ( percolation tank, check dam, trench) geomorphology, slope, land use, geology, soil and stream order are used with different thresholds",No,Nonspecific,Nonspecific,No
45,"Kaliraj, 2015",2015,India,Yes,No,Yes,Yes,No,No,10,Aquifer,Storage capacity,Groundwater fluctuation,Water table fluctuation,5.0,4,Ranking method,WLC,Yes,"Depending on MAR method ( percolation tank, check dam, trench) geomorphology, slope, land use, geology, soil and stream order are used with different thresholds",No,Nonspecific,Nonspecific,No
